,BHAC15,Siess2000,Dotter2008,Tognelli2011,Feiden2016,Feiden2016mag,Chen2014,Bressan2012
376,0.12064428010171957,0.13046913635273244,0.1493669597709754,,0.1087377208263115,0.12366102086086563,0.1265060950640008,0.10946633895542829
377,0.13371142249218385,0.14428112355234848,0.17258215533257432,0.2,0.12052456670455056,0.13600079415561211,0.1388042988444638,0.12166766819616737
378,0.1464026944590938,0.15680540786240676,0.19247730275629202,0.2,0.13240578354478422,0.14745664560043958,0.1511878925586672,0.1341520791655306
379,0.1598206090447961,0.16768142287962637,0.2187448514788902,0.2,0.14643260882064696,0.16021970299921026,0.1679665276667876,0.14944992130101212
380,0.11336311724760137,0.1,0.13943430207340296,,0.10192237225483378,0.11693008238994398,0.11942316475273347,0.10251666289610038
381,0.13243202453023253,0.14310185582943818,0.17059257888630136,0.2,0.11944085673351061,0.1349476916426562,0.13775639641439502,0.12045610024227538
382,0.15077551261341715,0.16093160038992854,0.19941094832484313,0.2,0.13655554305416673,0.15159920426555326,0.1555757294120948,0.1387316086019302
383,0.13357264972063723,0.14415321163192135,0.17236650148437083,0.2,0.1203953627220348,0.13588656702785998,0.1386906357553736,0.12153625275868905
384,0.1284303454194532,0.1391296596897325,0.16384174922473982,,0.11607539332622786,0.131400465126226,0.134226685639954,0.11695084735267645
385,0.1622089686400383,0.16946452735913073,0.22389846882634895,0.2,0.14918540260432256,0.16432466662005088,0.17163429303405645,0.1525250255177698
386,0.147991038109034,0.15854891388051529,0.19492661713093837,0.2,0.13387003923652144,0.14893315673575164,0.15274899346791876,0.13576625048557808
387,0.13034452347796263,0.14120512989615536,0.1673690538538222,,0.11783384602769477,0.13325388894804904,0.1360709574966265,0.11874448886644563
388,0.15080515396877112,0.1609532275059383,0.19945900412701234,0.2,0.13658438145529742,0.1516278664524024,0.15560531208689565,0.13876348862186821
389,0.15221244943880669,0.16198002746251933,0.2022700714343748,0.19999999999999998,0.13795355471979923,0.15298867351511736,0.15700982155488533,0.14029899860970582
390,0.1281177024610287,0.1387819035989356,0.16325073054132855,,0.11578075520739536,0.13108991409018975,0.13391766806443878,0.11665031316086341
391,0.14846916848565317,0.15912237142489644,0.1957038036230263,0.2,0.1343301701355808,0.14938919873681472,0.1532395572191473,0.13627349119833107
392,0.13650904088217966,0.14676501650236715,0.17695413773291796,0.2,0.12313868232239862,0.13831653763218046,0.14138352918441266,0.12433187282119436
393,0.1503305367837114,0.16060693426803027,0.1986895349418506,0.2,0.13612262116792834,0.1511689277069385,0.15513163449446357,0.13825302595435862
394,0.1575311698047937,0.16595191103028112,0.21376046618464012,0.2,0.14376255245412706,0.15825256856755654,0.1647960698559897,0.14661723583497724
395,0.14735434433079772,0.15787365776194795,0.19394085853180804,0.2,0.13328295710068516,0.14834428554022705,0.15212308198180946,0.13511906082360395
396,0.14578837505925027,0.15611353793128444,0.191532351252666,0.2,0.13183943241252385,0.1468835367993862,0.15058408321545177,0.1335277430199176
397,0.18065319153938367,0.17756485669200636,0.24767075881990375,0.2,0.162155170767388,0.18336842109407925,0.18591137457467927,0.16709928540005384
398,0.15428616449542804,0.16349306475670342,0.2066548212402139,0.2,0.1399710949408653,0.1549938857503541,0.15907943130845295,0.14270584875831804
399,0.14351967340711894,0.15367602101551442,0.1880081980920602,0.2,0.12972725191954712,0.14474615389153006,0.1483434927266181,0.13119931008722271
400,0.1129716477797696,0.1,0.13890561375917734,,0.10155930061018863,0.1165976961564692,0.11910991046390287,0.10214664301274487
401,0.14269073317248496,0.15289096712122066,0.18671713322990147,0.2,0.12895345977921047,0.14396312890834867,0.14754511861635566,0.13034629439627607
402,0.14539221928433693,0.15567826976989246,0.1909229809556026,0.2,0.13147420990493122,0.14651395647806026,0.15019470505431565,0.13312512775229837
403,0.1346947257230494,0.14518746997189771,0.17411021536426305,0.2,0.12144006829778475,0.13681017414074415,0.13960968221677023,0.12259883951182125
404,0.14593340147451073,0.15627691033198002,0.191755432160091,0.2,0.13197313464382454,0.14701883435793991,0.15072662845261942,0.13367513415413676
405,0.13549989683783406,0.1459202545065663,0.1753614568537164,0.2,0.12218748076053634,0.13747292939716643,0.14033591461807662,0.12336132276494809
406,0.11897086513053157,0.13,0.14707413939062813,,0.10716067638679623,0.12199373920709566,0.12483647077990656,0.10785773590718378
407,0.10881977936987934,0.09999999999999999,0.13310304783186566,,0.09793862455765173,0.11296390874800276,0.1156881177937209,0.09999999999999999
408,0.1679802926496574,0.17368357072549018,0.23620218417753772,0.2,0.1557709515015216,0.17417247713691777,0.1798276480607232,0.15990220262416427
409,0.14171260251925555,0.1518270161102756,0.1851937060101545,0.2,0.12804040262494465,0.14303917720918635,0.14660305529578682,0.12933975525130514
410,0.14163533546595053,0.15174182440234582,0.18507336346511116,0.2,0.12796827602756602,0.1429661900014399,0.1465286373675,0.1292602440801633
411,0.12841801100434697,0.1391159399885077,0.16381843230817314,,0.11606376923949933,0.13138821324180983,0.13421449425374546,0.11693899065360307
412,0.14706808661282778,0.157552469694003,0.19350081481912462,0.2,0.13301921948667428,0.1480774010243347,0.15184190087979338,0.1348283208285633
413,0.1367581493653051,0.1469751475136542,0.1773503522297452,0.2,0.12337531469058755,0.1385266012748903,0.14164414641394682,0.12457331855411101
414,0.11402974142752005,0.1,0.14033459301015294,,0.1025406384473514,0.11749609511510913,0.11995659813785647,0.10314676108143708
415,0.11506075015548783,0.10413425120803388,0.14172699346825318,,0.10349685614826186,0.1183714969942568,0.12095827323638124,0.10412127828037515
416,0.11517191162605118,0.10488589575673649,0.14187711953250154,,0.10359995378742677,0.11846588121970537,0.12106732967605338,0.10422634893786298
417,0.13587798779815602,0.14623264988682116,0.17595042891890755,0.2,0.12253923430741384,0.13778489502121383,0.14072332161386386,0.12372023136896505
418,0.13842432928411585,0.14853631502714554,0.1800184540837586,0.2,0.12495852025166496,0.13993053695972252,0.1433873034068282,0.1261882456197055
419,0.1366173843318348,0.14685640768405925,0.17712646123170472,0.2,0.12324159960063819,0.13840789298845527,0.1414968780729492,0.12443688355097968
420,0.1537449199149959,0.16309815841079342,0.20551039107302022,0.2,0.13944451212662126,0.15447052056984256,0.1585392582219186,0.14207765512357104
421,0.13638204282461447,0.14665788556962855,0.17675214352202268,0.2,0.12301804471608357,0.13820954571561914,0.14125066384998652,0.12420878131221352
