,BHAC15,Siess2000,Dotter2008,Tognelli2011,Feiden2016,Feiden2016mag,Chen2014,Bressan2012
0,0.5397108032988435,0.3618976109333725,0.5748747841224469,0.3605440619681045,0.47944330719190575,0.6310785393475931,0.5522977377804468,0.5092581728447492
1,0.5156726280647362,0.30419559305433774,0.5531013323966356,0.3482703564501734,0.4521940253141556,0.5941992851688189,0.5314352710289771,0.48743892501931096
2,0.6199108007110876,0.4809562860515089,0.6480285311206004,0.3973149932820358,0.5652738433542027,0.7439216809763627,0.6228404373476041,0.5829088771799539
3,0.444105114911602,0.28429772738176917,0.481635826166303,0.313265068251804,0.324904709175743,0.3933787372763893,0.4628698483015251,0.41843745411557437
4,0.5737725606618963,0.41297318600580696,0.6059556086386707,0.3779270226414176,0.5176135264818025,0.686085537252316,0.582326723466557,0.5405888495224331
5,0.5297922369071486,0.3446059576726932,0.5658242829717931,0.3555696692715876,0.4681020933501596,0.6181203217326467,0.5435779757039935,0.49981529810916037
6,0.5734104920334864,0.41237411543645713,0.6056104625655587,0.37777669261719504,0.5172120676493795,0.6856793053376469,0.5820048523193158,0.5402607792049613
7,0.5427046312276694,0.3666956551184178,0.5776093521243377,0.3622254724762376,0.48281073050607776,0.6349878822066086,0.5549407547702253,0.5120507288479716
8,0.5286873618437572,0.341322368256941,0.5648257724096882,0.3549325175187221,0.46685521179680894,0.6162738229798428,0.5426174179631283,0.4988439873131493
9,0.4799691374678762,0.29263155908653726,0.5166030868689487,0.3314582384295161,0.4055130753630127,0.5316014722549787,0.4973419116841456,0.4527054504987749
10,0.4948209076975358,0.2960588787303397,0.5332437240781771,0.33954501110879076,0.4274570144147185,0.5665826448400392,0.5127499999180705,0.468256008512799
11,0.5643960927182438,0.4003502457237317,0.597149809992478,0.37399659051952244,0.5071548384885205,0.6745525385790435,0.5740750673563593,0.5320113340148085
12,0.6897315994740597,0.5620810076739602,0.7119809849077492,0.4387616230875319,0.6333619925703461,0.840916029853032,0.6836949018929428,0.6485733191528923
